transactionDate,assetDescription,readyTime,readyTimeUOM,CO2eFactor,engineIdleAFC,dieselSavedVolume,dieselSavedVolumeUOM,dieselRate,dieselRateUOM,dieselSavedCost,CO2eReduction,CO2eReductionUOM,chargeAmount,currency
2022-06-09T00:00:00.000Z,Pump_9,7.7,hour,10.21 kg/gal,15.06 gal/hr,115.96,gal,5.74,USD / gal,648.23,1183.97,kg,228.28,USD
2022-06-09T00:00:00.000Z,Pump_10,6.7,hour,10.21 kg/gal,12.00 gal/hr,80.4,gal,5.74,USD / gal,469.54,820.88,kg,192.54,USD
2022-06-09T00:00:00.000Z,Pump_11,9.5,hour,10.21 kg/gal,12.00 gal/hr,114,gal,5.74,USD / gal,627,1163.94,kg,224.03,USD
2022-06-09T00:00:00.000Z,Pump_12,10.3,hour,10.21 kg/gal,12.00 gal/hr,123.6,gal,5.74,USD / gal,681.04,1261.96,kg,234.84,USD
2022-06-09T00:00:00.000Z,Pump_13,6.5,hour,10.21 kg/gal,12.00 gal/hr,78,gal,5.74,USD / gal,426.66,796.38,kg,183.96,USD
2022-06-09T00:00:00.000Z,Pump_14,7.3,hour,10.21 kg/gal,12.00 gal/hr,87.6,gal,5.74,USD / gal,477.42,894.4,kg,194.11,USD
2022-06-09T00:00:00.000Z,Pump_15,7.8,hour,10.21 kg/gal,12.00 gal/hr,93.6,gal,5.74,USD / gal,551.3,955.66,kg,208.89,USD
2022-06-09T00:00:00.000Z,Pump_16,8.5,hour,10.21 kg/gal,12.00 gal/hr,102,gal,5.74,USD / gal,600.78,1041.42,kg,218.79,USD
2022-06-09T00:00:00.000Z,Pump_17,6.8,hour,10.21 kg/gal,12.00 gal/hr,81.6,gal,5.74,USD / gal,444.72,833.14,kg,187.57,USD
2022-06-09T00:00:00.000Z,Pump_18,9.9,hour,10.21 kg/gal,12.00 gal/hr,118.8,gal,5.74,USD / gal,671.22,1212.95,kg,232.87,USD
2022-06-09T00:00:00.000Z,Pump_19,8.4,hour,10.21 kg/gal,12.00 gal/hr,100.8,gal,5.74,USD / gal,579.6,1029.17,kg,214.55,USD
2022-06-09T00:00:00.000Z,Pump_20,9.5,hour,10.21 kg/gal,12.00 gal/hr,114,gal,5.74,USD / gal,664.62,1163.94,kg,231.55,USD
2022-06-10T00:00:00.000Z,Pump_1,5,hour,10.21 kg/gal,15.06 gal/hr,75.3,gal,5.76,USD / gal,440.51,768.81,kg,186.73,USD
2022-06-10T00:00:00.000Z,Pump_2,9.3,hour,10.21 kg/gal,15.06 gal/hr,140.06,gal,5.76,USD / gal,785.73,1429.99,kg,255.78,USD
2022-06-10T00:00:00.000Z,Pump_3,8,hour,10.21 kg/gal,15.06 gal/hr,120.48,gal,5.76,USD / gal,696.37,1230.1,kg,237.9,USD
2022-06-10T00:00:00.000Z,Pump_4,9.5,hour,10.21 kg/gal,15.06 gal/hr,143.07,gal,5.76,USD / gal,776.87,1460.74,kg,254,USD
2022-06-10T00:00:00.000Z,Pump_5,6.9,hour,10.21 kg/gal,15.06 gal/hr,103.91,gal,5.76,USD / gal,587.11,1060.96,kg,216.05,USD
2022-06-10T00:00:00.000Z,Pump_6,7.8,hour,10.21 kg/gal,15.06 gal/hr,117.47,gal,5.76,USD / gal,633.15,1199.35,kg,225.26,USD
2022-06-10T00:00:00.000Z,Pump_7,7.3,hour,10.21 kg/gal,15.06 gal/hr,109.94,gal,5.76,USD / gal,591.47,1122.47,kg,216.92,USD
2022-06-10T00:00:00.000Z,Pump_8,12.3,hour,10.21 kg/gal,15.06 gal/hr,185.24,gal,5.76,USD / gal,1044.74,1891.28,kg,307.58,USD
2022-06-10T00:00:00.000Z,Pump_9,6.9,hour,10.21 kg/gal,15.06 gal/hr,103.91,gal,5.76,USD / gal,562.17,1060.96,kg,211.06,USD
2022-06-10T00:00:00.000Z,Pump_10,9.5,hour,10.21 kg/gal,12.00 gal/hr,114,gal,5.76,USD / gal,661.2,1163.94,kg,230.87,USD
2022-06-10T00:00:00.000Z,Pump_11,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.76,USD / gal,683.26,1200.7,kg,235.28,USD
2022-06-10T00:00:00.000Z,Pump_12,10.3,hour,10.21 kg/gal,12.00 gal/hr,123.6,gal,5.76,USD / gal,671.15,1261.96,kg,232.86,USD
2022-06-10T00:00:00.000Z,Pump_13,6.6,hour,10.21 kg/gal,12.00 gal/hr,79.2,gal,5.76,USD / gal,432.43,808.63,kg,185.12,USD
2022-06-10T00:00:00.000Z,Pump_14,8.9,hour,10.21 kg/gal,12.00 gal/hr,106.8,gal,5.76,USD / gal,593.81,1090.43,kg,217.39,USD
2022-06-10T00:00:00.000Z,Pump_15,9.3,hour,10.21 kg/gal,12.00 gal/hr,111.6,gal,5.76,USD / gal,638.35,1139.44,kg,226.3,USD
2022-06-10T00:00:00.000Z,Pump_16,10.9,hour,10.21 kg/gal,12.00 gal/hr,130.8,gal,5.76,USD / gal,729.86,1335.47,kg,244.6,USD
2022-06-10T00:00:00.000Z,Pump_17,6.5,hour,10.21 kg/gal,12.00 gal/hr,78,gal,5.76,USD / gal,417.3,796.38,kg,182.09,USD
2022-06-10T00:00:00.000Z,Pump_18,6.5,hour,10.21 kg/gal,12.00 gal/hr,78,gal,5.76,USD / gal,453.18,796.38,kg,189.27,USD
2022-06-10T00:00:00.000Z,Pump_19,8.5,hour,10.21 kg/gal,12.00 gal/hr,102,gal,5.76,USD / gal,552.84,1041.42,kg,209.2,USD
2022-06-10T00:00:00.000Z,Pump_20,10.5,hour,10.21 kg/gal,12.00 gal/hr,126,gal,5.76,USD / gal,713.16,1286.46,kg,241.26,USD
2022-06-11T00:00:00.000Z,Pump_1,5.5,hour,10.21 kg/gal,15.06 gal/hr,82.83,gal,5.75,USD / gal,471.3,845.69,kg,192.89,USD
2022-06-11T00:00:00.000Z,Pump_2,6.2,hour,10.21 kg/gal,15.06 gal/hr,93.37,gal,5.75,USD / gal,542.49,953.33,kg,207.13,USD
2022-06-11T00:00:00.000Z,Pump_3,9,hour,10.21 kg/gal,15.06 gal/hr,135.54,gal,5.75,USD / gal,737.34,1383.86,kg,246.1,USD
2022-06-11T00:00:00.000Z,Pump_4,10,hour,10.21 kg/gal,15.06 gal/hr,150.6,gal,5.75,USD / gal,816.25,1537.63,kg,261.88,USD
2022-06-11T00:00:00.000Z,Pump_5,7,hour,10.21 kg/gal,15.06 gal/hr,105.42,gal,5.75,USD / gal,584.03,1076.34,kg,215.44,USD
2022-06-11T00:00:00.000Z,Pump_6,7.4,hour,10.21 kg/gal,15.06 gal/hr,111.44,gal,5.75,USD / gal,625.2,1137.84,kg,223.67,USD
2022-06-11T00:00:00.000Z,Pump_7,8.9,hour,10.21 kg/gal,15.06 gal/hr,134.03,gal,5.75,USD / gal,746.57,1368.49,kg,247.94,USD
2022-06-11T00:00:00.000Z,Pump_8,7.6,hour,10.21 kg/gal,15.06 gal/hr,114.46,gal,5.75,USD / gal,639.81,1168.6,kg,226.59,USD
2022-06-11T00:00:00.000Z,Pump_9,9.8,hour,10.21 kg/gal,15.06 gal/hr,147.59,gal,5.75,USD / gal,791.07,1506.87,kg,256.84,USD
2022-06-11T00:00:00.000Z,Pump_10,8.4,hour,10.21 kg/gal,12.00 gal/hr,100.8,gal,5.75,USD / gal,564.48,1029.17,kg,211.53,USD
2022-06-11T00:00:00.000Z,Pump_11,8.1,hour,10.21 kg/gal,12.00 gal/hr,97.2,gal,5.75,USD / gal,540.43,992.41,kg,206.72,USD
2022-06-11T00:00:00.000Z,Pump_12,9.9,hour,10.21 kg/gal,12.00 gal/hr,118.8,gal,5.75,USD / gal,686.66,1212.95,kg,235.96,USD
2022-06-11T00:00:00.000Z,Pump_13,7.4,hour,10.21 kg/gal,12.00 gal/hr,88.8,gal,5.75,USD / gal,489.29,906.65,kg,196.49,USD
2022-06-11T00:00:00.000Z,Pump_14,8.7,hour,10.21 kg/gal,12.00 gal/hr,104.4,gal,5.75,USD / gal,610.74,1065.92,kg,220.78,USD
2022-06-11T00:00:00.000Z,Pump_15,10.4,hour,10.21 kg/gal,12.00 gal/hr,124.8,gal,5.75,USD / gal,725.09,1274.21,kg,243.65,USD
2022-06-11T00:00:00.000Z,Pump_16,8.4,hour,10.21 kg/gal,12.00 gal/hr,100.8,gal,5.75,USD / gal,560.45,1029.17,kg,210.72,USD
2022-06-11T00:00:00.000Z,Pump_17,9,hour,10.21 kg/gal,12.00 gal/hr,108,gal,5.75,USD / gal,618.84,1102.68,kg,222.4,USD
2022-06-11T00:00:00.000Z,Pump_18,9.1,hour,10.21 kg/gal,12.00 gal/hr,109.2,gal,5.75,USD / gal,587.5,1114.93,kg,216.13,USD
2022-06-11T00:00:00.000Z,Pump_19,9.4,hour,10.21 kg/gal,12.00 gal/hr,112.8,gal,5.75,USD / gal,617.02,1151.69,kg,222.03,USD
2022-06-11T00:00:00.000Z,Pump_20,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.75,USD / gal,655.03,1200.7,kg,229.64,USD
2022-06-12T00:00:00.000Z,Pump_1,7.9,hour,10.21 kg/gal,15.06 gal/hr,118.97,gal,5.6,USD / gal,673.39,1214.72,kg,233.31,USD
2022-06-12T00:00:00.000Z,Pump_2,8.1,hour,10.21 kg/gal,15.06 gal/hr,121.99,gal,5.6,USD / gal,655.06,1245.48,kg,229.64,USD
2022-06-12T00:00:00.000Z,Pump_3,9.5,hour,10.21 kg/gal,15.06 gal/hr,143.07,gal,5.6,USD / gal,805.48,1460.74,kg,259.73,USD
2022-06-12T00:00:00.000Z,Pump_4,9.5,hour,10.21 kg/gal,15.06 gal/hr,143.07,gal,5.6,USD / gal,841.25,1460.74,kg,266.88,USD
2022-06-12T00:00:00.000Z,Pump_5,6.5,hour,10.21 kg/gal,15.06 gal/hr,97.89,gal,5.6,USD / gal,564.83,999.46,kg,211.6,USD
2022-06-12T00:00:00.000Z,Pump_6,8.7,hour,10.21 kg/gal,15.06 gal/hr,131.02,gal,5.6,USD / gal,750.76,1337.73,kg,248.78,USD
2022-06-12T00:00:00.000Z,Pump_7,10,hour,10.21 kg/gal,15.06 gal/hr,150.6,gal,5.6,USD / gal,832.82,1537.63,kg,265.19,USD
2022-06-12T00:00:00.000Z,Pump_8,8.2,hour,10.21 kg/gal,15.06 gal/hr,123.49,gal,5.6,USD / gal,708.84,1260.85,kg,240.4,USD
2022-06-12T00:00:00.000Z,Pump_9,7.2,hour,10.21 kg/gal,15.06 gal/hr,108.43,gal,5.6,USD / gal,593.12,1107.09,kg,217.25,USD
2022-06-12T00:00:00.000Z,Pump_10,8.5,hour,10.21 kg/gal,12.00 gal/hr,102,gal,5.6,USD / gal,591.6,1041.42,kg,216.95,USD
2022-06-12T00:00:00.000Z,Pump_11,8.2,hour,10.21 kg/gal,12.00 gal/hr,98.4,gal,5.6,USD / gal,574.66,1004.66,kg,213.56,USD
2022-06-12T00:00:00.000Z,Pump_12,9.6,hour,10.21 kg/gal,12.00 gal/hr,115.2,gal,5.6,USD / gal,631.3,1176.19,kg,224.89,USD
2022-06-12T00:00:00.000Z,Pump_13,6.7,hour,10.21 kg/gal,12.00 gal/hr,80.4,gal,5.6,USD / gal,460.69,820.88,kg,190.77,USD
2022-06-12T00:00:00.000Z,Pump_14,7.5,hour,10.21 kg/gal,12.00 gal/hr,90,gal,5.6,USD / gal,514.8,918.9,kg,201.59,USD
2022-06-12T00:00:00.000Z,Pump_15,7.7,hour,10.21 kg/gal,12.00 gal/hr,92.4,gal,5.6,USD / gal,498.96,943.4,kg,198.42,USD
2022-06-12T00:00:00.000Z,Pump_16,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.6,USD / gal,649.15,1200.7,kg,228.46,USD
2022-06-12T00:00:00.000Z,Pump_17,7,hour,10.21 kg/gal,12.00 gal/hr,84,gal,5.6,USD / gal,467.88,857.64,kg,192.21,USD
2022-06-12T00:00:00.000Z,Pump_18,8.7,hour,10.21 kg/gal,12.00 gal/hr,104.4,gal,5.6,USD / gal,576.29,1065.92,kg,213.89,USD
2022-06-12T00:00:00.000Z,Pump_19,9.7,hour,10.21 kg/gal,12.00 gal/hr,116.4,gal,5.6,USD / gal,659.99,1188.44,kg,230.63,USD
2022-06-12T00:00:00.000Z,Pump_20,9.5,hour,10.21 kg/gal,12.00 gal/hr,114,gal,5.6,USD / gal,632.7,1163.94,kg,225.17,USD
2022-06-13T00:00:00.000Z,Pump_1,9.5,hour,10.21 kg/gal,15.06 gal/hr,143.07,gal,5.85,USD / gal,801.19,1460.74,kg,258.87,USD
2022-06-13T00:00:00.000Z,Pump_2,9,hour,10.21 kg/gal,15.06 gal/hr,135.54,gal,5.85,USD / gal,794.26,1383.86,kg,257.48,USD
2022-06-13T00:00:00.000Z,Pump_3,8.2,hour,10.21 kg/gal,15.06 gal/hr,123.49,gal,5.85,USD / gal,712.55,1260.85,kg,241.14,USD
2022-06-13T00:00:00.000Z,Pump_4,10.5,hour,10.21 kg/gal,15.06 gal/hr,158.13,gal,5.85,USD / gal,877.62,1614.51,kg,274.15,USD
2022-06-13T00:00:00.000Z,Pump_5,7.4,hour,10.21 kg/gal,15.06 gal/hr,111.44,gal,5.85,USD / gal,607.37,1137.84,kg,220.1,USD
2022-06-13T00:00:00.000Z,Pump_6,8.5,hour,10.21 kg/gal,15.06 gal/hr,128.01,gal,5.85,USD / gal,753.98,1306.98,kg,249.43,USD
2022-06-13T00:00:00.000Z,Pump_7,10.2,hour,10.21 kg/gal,15.06 gal/hr,153.61,gal,5.85,USD / gal,870.98,1568.38,kg,272.83,USD
2022-06-13T00:00:00.000Z,Pump_8,9.7,hour,10.21 kg/gal,15.06 gal/hr,146.08,gal,5.85,USD / gal,816.6,1491.5,kg,261.95,USD
2022-06-13T00:00:00.000Z,Pump_9,9.4,hour,10.21 kg/gal,15.06 gal/hr,141.56,gal,5.85,USD / gal,806.91,1445.37,kg,260.01,USD
2022-06-13T00:00:00.000Z,Pump_10,7.8,hour,10.21 kg/gal,12.00 gal/hr,93.6,gal,5.85,USD / gal,526.97,955.66,kg,204.02,USD
2022-06-13T00:00:00.000Z,Pump_11,8.6,hour,10.21 kg/gal,12.00 gal/hr,103.2,gal,5.85,USD / gal,567.6,1053.67,kg,212.15,USD
2022-06-13T00:00:00.000Z,Pump_12,9.9,hour,10.21 kg/gal,12.00 gal/hr,118.8,gal,5.85,USD / gal,641.52,1212.95,kg,226.93,USD
2022-06-13T00:00:00.000Z,Pump_13,7.5,hour,10.21 kg/gal,12.00 gal/hr,90,gal,5.85,USD / gal,522,918.9,kg,203.03,USD
2022-06-13T00:00:00.000Z,Pump_14,8.9,hour,10.21 kg/gal,12.00 gal/hr,106.8,gal,5.85,USD / gal,585.26,1090.43,kg,215.68,USD
2022-06-13T00:00:00.000Z,Pump_15,9.9,hour,10.21 kg/gal,12.00 gal/hr,118.8,gal,5.85,USD / gal,686.66,1212.95,kg,235.96,USD
2022-06-13T00:00:00.000Z,Pump_16,12,hour,10.21 kg/gal,12.00 gal/hr,144,gal,5.85,USD / gal,838.08,1470.24,kg,266.25,USD
2022-06-13T00:00:00.000Z,Pump_17,8.8,hour,10.21 kg/gal,12.00 gal/hr,105.6,gal,5.85,USD / gal,594.53,1078.18,kg,217.54,USD
2022-06-13T00:00:00.000Z,Pump_18,6.3,hour,10.21 kg/gal,12.00 gal/hr,75.6,gal,5.85,USD / gal,431.68,771.88,kg,184.97,USD
2022-06-13T00:00:00.000Z,Pump_19,9.7,hour,10.21 kg/gal,12.00 gal/hr,116.4,gal,5.85,USD / gal,655.33,1188.44,kg,229.7,USD
2022-06-13T00:00:00.000Z,Pump_20,10.4,hour,10.21 kg/gal,12.00 gal/hr,124.8,gal,5.85,USD / gal,670.18,1274.21,kg,232.67,USD
2022-06-14T00:00:00.000Z,Pump_1,5.2,hour,10.21 kg/gal,15.06 gal/hr,78.31,gal,5.69,USD / gal,449.51,799.57,kg,188.53,USD
2022-06-14T00:00:00.000Z,Pump_2,7.1,hour,10.21 kg/gal,15.06 gal/hr,106.93,gal,5.69,USD / gal,596.65,1091.71,kg,217.96,USD
2022-06-14T00:00:00.000Z,Pump_3,9.4,hour,10.21 kg/gal,15.06 gal/hr,141.56,gal,5.69,USD / gal,791.34,1445.37,kg,256.9,USD
2022-06-14T00:00:00.000Z,Pump_4,9.8,hour,10.21 kg/gal,15.06 gal/hr,147.59,gal,5.69,USD / gal,847.16,1506.87,kg,268.06,USD
2022-06-14T00:00:00.000Z,Pump_5,6.7,hour,10.21 kg/gal,15.06 gal/hr,100.9,gal,5.69,USD / gal,547.9,1030.21,kg,208.21,USD
2022-06-14T00:00:00.000Z,Pump_6,7.3,hour,10.21 kg/gal,15.06 gal/hr,109.94,gal,5.69,USD / gal,642.04,1122.47,kg,227.04,USD
2022-06-14T00:00:00.000Z,Pump_7,7.7,hour,10.21 kg/gal,15.06 gal/hr,115.96,gal,5.69,USD / gal,674.9,1183.97,kg,233.61,USD
2022-06-14T00:00:00.000Z,Pump_8,7.5,hour,10.21 kg/gal,15.06 gal/hr,112.95,gal,5.69,USD / gal,647.2,1153.22,kg,228.07,USD
2022-06-14T00:00:00.000Z,Pump_9,8.1,hour,10.21 kg/gal,15.06 gal/hr,121.99,gal,5.69,USD / gal,717.28,1245.48,kg,242.09,USD
2022-06-14T00:00:00.000Z,Pump_10,9.9,hour,10.21 kg/gal,12.00 gal/hr,118.8,gal,5.69,USD / gal,662.9,1212.95,kg,231.21,USD
2022-06-14T00:00:00.000Z,Pump_11,9.4,hour,10.21 kg/gal,12.00 gal/hr,112.8,gal,5.69,USD / gal,606.86,1151.69,kg,220,USD
2022-06-14T00:00:00.000Z,Pump_12,10,hour,10.21 kg/gal,12.00 gal/hr,120,gal,5.69,USD / gal,690,1225.2,kg,236.63,USD
2022-06-14T00:00:00.000Z,Pump_13,7.3,hour,10.21 kg/gal,12.00 gal/hr,87.6,gal,5.69,USD / gal,504.58,894.4,kg,199.55,USD
2022-06-14T00:00:00.000Z,Pump_14,7.5,hour,10.21 kg/gal,12.00 gal/hr,90,gal,5.69,USD / gal,519.3,918.9,kg,202.49,USD
2022-06-14T00:00:00.000Z,Pump_15,8.9,hour,10.21 kg/gal,12.00 gal/hr,106.8,gal,5.69,USD / gal,613.03,1090.43,kg,221.24,USD
2022-06-14T00:00:00.000Z,Pump_16,8.6,hour,10.21 kg/gal,12.00 gal/hr,103.2,gal,5.69,USD / gal,596.5,1053.67,kg,217.93,USD
2022-06-14T00:00:00.000Z,Pump_17,6,hour,10.21 kg/gal,12.00 gal/hr,72,gal,5.69,USD / gal,391.68,735.12,kg,176.97,USD
2022-06-14T00:00:00.000Z,Pump_18,7.1,hour,10.21 kg/gal,12.00 gal/hr,85.2,gal,5.69,USD / gal,477.97,869.89,kg,194.22,USD
2022-06-14T00:00:00.000Z,Pump_19,8.7,hour,10.21 kg/gal,12.00 gal/hr,104.4,gal,5.69,USD / gal,573.16,1065.92,kg,213.26,USD
2022-06-14T00:00:00.000Z,Pump_20,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.69,USD / gal,657.38,1200.7,kg,230.11,USD
2022-06-15T00:00:00.000Z,Pump_1,8.4,hour,10.21 kg/gal,15.06 gal/hr,126.5,gal,5.63,USD / gal,719.81,1291.61,kg,242.59,USD
2022-06-15T00:00:00.000Z,Pump_2,6.2,hour,10.21 kg/gal,15.06 gal/hr,93.37,gal,5.63,USD / gal,519.15,953.33,kg,202.46,USD
2022-06-15T00:00:00.000Z,Pump_3,8.5,hour,10.21 kg/gal,15.06 gal/hr,128.01,gal,5.63,USD / gal,688.69,1306.98,kg,236.37,USD
2022-06-15T00:00:00.000Z,Pump_4,10.4,hour,10.21 kg/gal,15.06 gal/hr,156.62,gal,5.63,USD / gal,883.36,1599.13,kg,275.3,USD
2022-06-15T00:00:00.000Z,Pump_5,6.8,hour,10.21 kg/gal,15.06 gal/hr,102.41,gal,5.63,USD / gal,555.05,1045.59,kg,209.64,USD
2022-06-15T00:00:00.000Z,Pump_6,7.6,hour,10.21 kg/gal,15.06 gal/hr,114.46,gal,5.63,USD / gal,636.38,1168.6,kg,225.91,USD
2022-06-15T00:00:00.000Z,Pump_7,7.2,hour,10.21 kg/gal,15.06 gal/hr,108.43,gal,5.63,USD / gal,620.23,1107.09,kg,222.68,USD
2022-06-15T00:00:00.000Z,Pump_8,9.7,hour,10.21 kg/gal,15.06 gal/hr,146.08,gal,5.63,USD / gal,844.35,1491.5,kg,267.5,USD
2022-06-15T00:00:00.000Z,Pump_9,4,hour,10.21 kg/gal,15.06 gal/hr,60.24,gal,5.63,USD / gal,342.77,615.05,kg,167.18,USD
2022-06-15T00:00:00.000Z,Pump_10,9.7,hour,10.21 kg/gal,12.00 gal/hr,116.4,gal,5.63,USD / gal,668.14,1188.44,kg,232.26,USD
2022-06-15T00:00:00.000Z,Pump_11,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.63,USD / gal,664.44,1200.7,kg,231.52,USD
2022-06-15T00:00:00.000Z,Pump_12,9.9,hour,10.21 kg/gal,12.00 gal/hr,118.8,gal,5.63,USD / gal,636.77,1212.95,kg,225.98,USD
2022-06-15T00:00:00.000Z,Pump_13,7.1,hour,10.21 kg/gal,12.00 gal/hr,85.2,gal,5.63,USD / gal,472.01,869.89,kg,193.03,USD
2022-06-15T00:00:00.000Z,Pump_14,8,hour,10.21 kg/gal,12.00 gal/hr,96,gal,5.63,USD / gal,527.04,980.16,kg,204.04,USD
2022-06-15T00:00:00.000Z,Pump_15,7.2,hour,10.21 kg/gal,12.00 gal/hr,86.4,gal,5.63,USD / gal,476.06,882.14,kg,193.84,USD
2022-06-15T00:00:00.000Z,Pump_16,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.63,USD / gal,637.39,1200.7,kg,226.11,USD
2022-06-15T00:00:00.000Z,Pump_17,6.4,hour,10.21 kg/gal,12.00 gal/hr,76.8,gal,5.63,USD / gal,444.67,784.13,kg,187.56,USD
2022-06-15T00:00:00.000Z,Pump_18,6.1,hour,10.21 kg/gal,12.00 gal/hr,73.2,gal,5.63,USD / gal,409.19,747.37,kg,180.47,USD
2022-06-15T00:00:00.000Z,Pump_19,9.1,hour,10.21 kg/gal,12.00 gal/hr,109.2,gal,5.63,USD / gal,643.19,1114.93,kg,227.27,USD
2022-06-15T00:00:00.000Z,Pump_20,10,hour,10.21 kg/gal,12.00 gal/hr,120,gal,5.63,USD / gal,656.4,1225.2,kg,229.91,USD
2022-06-16T00:00:00.000Z,Pump_1,9.4,hour,10.21 kg/gal,15.06 gal/hr,141.56,gal,5.52,USD / gal,758.78,1445.37,kg,250.39,USD
2022-06-16T00:00:00.000Z,Pump_2,8.7,hour,10.21 kg/gal,15.06 gal/hr,131.02,gal,5.52,USD / gal,716.69,1337.73,kg,241.97,USD
2022-06-16T00:00:00.000Z,Pump_3,9.4,hour,10.21 kg/gal,15.06 gal/hr,141.56,gal,5.52,USD / gal,794.17,1445.37,kg,257.46,USD
2022-06-16T00:00:00.000Z,Pump_4,10.4,hour,10.21 kg/gal,15.06 gal/hr,156.62,gal,5.52,USD / gal,842.64,1599.13,kg,267.16,USD
2022-06-16T00:00:00.000Z,Pump_5,6.5,hour,10.21 kg/gal,15.06 gal/hr,97.89,gal,5.52,USD / gal,529.58,999.46,kg,204.55,USD
2022-06-16T00:00:00.000Z,Pump_6,8.6,hour,10.21 kg/gal,15.06 gal/hr,129.52,gal,5.52,USD / gal,746.01,1322.36,kg,247.83,USD
2022-06-16T00:00:00.000Z,Pump_7,10.7,hour,10.21 kg/gal,15.06 gal/hr,161.14,gal,5.52,USD / gal,875,1645.26,kg,273.63,USD
2022-06-16T00:00:00.000Z,Pump_8,12.8,hour,10.21 kg/gal,15.06 gal/hr,192.77,gal,5.52,USD / gal,1067.93,1968.16,kg,312.22,USD
2022-06-16T00:00:00.000Z,Pump_9,6.8,hour,10.21 kg/gal,15.06 gal/hr,102.41,gal,5.52,USD / gal,599.09,1045.59,kg,218.45,USD
2022-06-16T00:00:00.000Z,Pump_10,8,hour,10.21 kg/gal,12.00 gal/hr,96,gal,5.52,USD / gal,549.12,980.16,kg,208.45,USD
2022-06-16T00:00:00.000Z,Pump_11,8.7,hour,10.21 kg/gal,12.00 gal/hr,104.4,gal,5.52,USD / gal,590.9,1065.92,kg,216.81,USD
2022-06-16T00:00:00.000Z,Pump_12,10.3,hour,10.21 kg/gal,12.00 gal/hr,123.6,gal,5.52,USD / gal,671.15,1261.96,kg,232.86,USD
2022-06-16T00:00:00.000Z,Pump_13,7.2,hour,10.21 kg/gal,12.00 gal/hr,86.4,gal,5.52,USD / gal,501.12,882.14,kg,198.85,USD
2022-06-16T00:00:00.000Z,Pump_14,7.8,hour,10.21 kg/gal,12.00 gal/hr,93.6,gal,5.52,USD / gal,525.1,955.66,kg,203.65,USD
2022-06-16T00:00:00.000Z,Pump_15,7.3,hour,10.21 kg/gal,12.00 gal/hr,87.6,gal,5.52,USD / gal,484.43,894.4,kg,195.52,USD
2022-06-16T00:00:00.000Z,Pump_16,10.3,hour,10.21 kg/gal,12.00 gal/hr,123.6,gal,5.52,USD / gal,713.17,1261.96,kg,241.26,USD
2022-06-16T00:00:00.000Z,Pump_17,7.1,hour,10.21 kg/gal,12.00 gal/hr,85.2,gal,5.52,USD / gal,481.38,869.89,kg,194.91,USD
