transactionDate,assetDescription,readyTime,readyTimeUOM,CO2eFactor,engineIdleAFC,dieselSavedVolume,dieselSavedVolumeUOM,dieselRate,dieselRateUOM,dieselSavedCost,CO2eReduction,CO2eReductionUOM,chargeAmount,currency
2022-06-16T00:00:00.000Z,Pump_18,9.2,hour,10.21 kg/gal,12.00 gal/hr,110.4,gal,5.52,USD / gal,648.05,1127.18,kg,228.24,USD
2022-06-16T00:00:00.000Z,Pump_19,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.52,USD / gal,650.33,1200.7,kg,228.7,USD
2022-06-16T00:00:00.000Z,Pump_20,10.1,hour,10.21 kg/gal,12.00 gal/hr,121.2,gal,5.52,USD / gal,712.66,1237.45,kg,241.16,USD
2022-06-17T00:00:00.000Z,Pump_1,9.5,hour,10.21 kg/gal,15.06 gal/hr,143.07,gal,5.77,USD / gal,838.39,1460.74,kg,266.31,USD
2022-06-17T00:00:00.000Z,Pump_2,9.7,hour,10.21 kg/gal,15.06 gal/hr,146.08,gal,5.77,USD / gal,796.15,1491.5,kg,257.86,USD
2022-06-17T00:00:00.000Z,Pump_3,9.2,hour,10.21 kg/gal,15.06 gal/hr,138.55,gal,5.77,USD / gal,768.96,1414.62,kg,252.42,USD
2022-06-17T00:00:00.000Z,Pump_4,10.4,hour,10.21 kg/gal,15.06 gal/hr,156.62,gal,5.77,USD / gal,906.85,1599.13,kg,280,USD
2022-06-17T00:00:00.000Z,Pump_5,6.8,hour,10.21 kg/gal,15.06 gal/hr,102.41,gal,5.77,USD / gal,570.41,1045.59,kg,212.71,USD
2022-06-17T00:00:00.000Z,Pump_6,8.1,hour,10.21 kg/gal,15.06 gal/hr,121.99,gal,5.77,USD / gal,674.58,1245.48,kg,233.55,USD
2022-06-17T00:00:00.000Z,Pump_7,10.7,hour,10.21 kg/gal,15.06 gal/hr,161.14,gal,5.77,USD / gal,905.62,1645.26,kg,279.75,USD
2022-06-17T00:00:00.000Z,Pump_8,11.3,hour,10.21 kg/gal,15.06 gal/hr,170.18,gal,5.77,USD / gal,976.82,1737.52,kg,293.99,USD
2022-06-17T00:00:00.000Z,Pump_9,8.9,hour,10.21 kg/gal,15.06 gal/hr,134.03,gal,5.77,USD / gal,761.31,1368.49,kg,250.89,USD
2022-06-17T00:00:00.000Z,Pump_10,6,hour,10.21 kg/gal,12.00 gal/hr,72,gal,5.77,USD / gal,395.28,735.12,kg,177.69,USD
2022-06-17T00:00:00.000Z,Pump_11,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.77,USD / gal,665.62,1200.7,kg,231.75,USD
2022-06-17T00:00:00.000Z,Pump_12,9.5,hour,10.21 kg/gal,12.00 gal/hr,114,gal,5.77,USD / gal,611.04,1163.94,kg,220.84,USD
2022-06-17T00:00:00.000Z,Pump_13,7,hour,10.21 kg/gal,12.00 gal/hr,84,gal,5.77,USD / gal,458.64,857.64,kg,190.36,USD
2022-06-17T00:00:00.000Z,Pump_14,7.7,hour,10.21 kg/gal,12.00 gal/hr,92.4,gal,5.77,USD / gal,535.92,943.4,kg,205.81,USD
2022-06-17T00:00:00.000Z,Pump_15,9.7,hour,10.21 kg/gal,12.00 gal/hr,116.4,gal,5.77,USD / gal,625.07,1188.44,kg,223.64,USD
2022-06-17T00:00:00.000Z,Pump_16,11.2,hour,10.21 kg/gal,12.00 gal/hr,134.4,gal,5.77,USD / gal,739.2,1372.22,kg,246.47,USD
2022-06-17T00:00:00.000Z,Pump_17,4.4,hour,10.21 kg/gal,12.00 gal/hr,52.8,gal,5.77,USD / gal,305.71,539.09,kg,159.77,USD
2022-06-17T00:00:00.000Z,Pump_18,8.4,hour,10.21 kg/gal,12.00 gal/hr,100.8,gal,5.77,USD / gal,556.42,1029.17,kg,209.91,USD
2022-06-17T00:00:00.000Z,Pump_19,8.1,hour,10.21 kg/gal,12.00 gal/hr,97.2,gal,5.77,USD / gal,570.56,992.41,kg,212.74,USD
2022-06-17T00:00:00.000Z,Pump_20,10.2,hour,10.21 kg/gal,12.00 gal/hr,122.4,gal,5.77,USD / gal,711.14,1249.7,kg,240.86,USD
2022-06-18T00:00:00.000Z,Pump_1,5.2,hour,10.21 kg/gal,15.06 gal/hr,78.31,gal,5.47,USD / gal,443.25,799.57,kg,187.28,USD
2022-06-18T00:00:00.000Z,Pump_2,8.3,hour,10.21 kg/gal,15.06 gal/hr,125,gal,5.47,USD / gal,732.49,1276.23,kg,245.13,USD
2022-06-18T00:00:00.000Z,Pump_3,9.7,hour,10.21 kg/gal,15.06 gal/hr,146.08,gal,5.47,USD / gal,832.67,1491.5,kg,265.16,USD
2022-06-18T00:00:00.000Z,Pump_4,9.7,hour,10.21 kg/gal,15.06 gal/hr,146.08,gal,5.47,USD / gal,783,1491.5,kg,255.23,USD
2022-06-18T00:00:00.000Z,Pump_5,7.1,hour,10.21 kg/gal,15.06 gal/hr,106.93,gal,5.47,USD / gal,600.92,1091.71,kg,218.81,USD
2022-06-18T00:00:00.000Z,Pump_6,7,hour,10.21 kg/gal,15.06 gal/hr,105.42,gal,5.47,USD / gal,597.73,1076.34,kg,218.18,USD
2022-06-18T00:00:00.000Z,Pump_7,9.4,hour,10.21 kg/gal,15.06 gal/hr,141.56,gal,5.47,USD / gal,758.78,1445.37,kg,250.39,USD
2022-06-18T00:00:00.000Z,Pump_8,12,hour,10.21 kg/gal,15.06 gal/hr,180.72,gal,5.47,USD / gal,1001.19,1845.15,kg,298.87,USD
2022-06-18T00:00:00.000Z,Pump_9,6.9,hour,10.21 kg/gal,15.06 gal/hr,103.91,gal,5.47,USD / gal,582.96,1060.96,kg,215.22,USD
2022-06-18T00:00:00.000Z,Pump_10,8.8,hour,10.21 kg/gal,12.00 gal/hr,105.6,gal,5.47,USD / gal,588.19,1078.18,kg,216.27,USD
2022-06-18T00:00:00.000Z,Pump_11,8.9,hour,10.21 kg/gal,12.00 gal/hr,106.8,gal,5.47,USD / gal,614.1,1090.43,kg,221.45,USD
2022-06-18T00:00:00.000Z,Pump_12,10.5,hour,10.21 kg/gal,12.00 gal/hr,126,gal,5.47,USD / gal,698.04,1286.46,kg,238.24,USD
2022-06-18T00:00:00.000Z,Pump_13,7.4,hour,10.21 kg/gal,12.00 gal/hr,88.8,gal,5.47,USD / gal,499.94,906.65,kg,198.62,USD
2022-06-18T00:00:00.000Z,Pump_14,7.3,hour,10.21 kg/gal,12.00 gal/hr,87.6,gal,5.47,USD / gal,507.2,894.4,kg,200.07,USD
2022-06-18T00:00:00.000Z,Pump_15,9.5,hour,10.21 kg/gal,12.00 gal/hr,114,gal,5.47,USD / gal,655.5,1163.94,kg,229.73,USD
2022-06-18T00:00:00.000Z,Pump_16,9.2,hour,10.21 kg/gal,12.00 gal/hr,110.4,gal,5.47,USD / gal,611.62,1127.18,kg,220.95,USD
2022-06-18T00:00:00.000Z,Pump_17,9.6,hour,10.21 kg/gal,12.00 gal/hr,115.2,gal,5.47,USD / gal,640.51,1176.19,kg,226.73,USD
2022-06-18T00:00:00.000Z,Pump_18,8.7,hour,10.21 kg/gal,12.00 gal/hr,104.4,gal,5.47,USD / gal,608.65,1065.92,kg,220.36,USD
2022-06-18T00:00:00.000Z,Pump_19,9.6,hour,10.21 kg/gal,12.00 gal/hr,115.2,gal,5.47,USD / gal,669.31,1176.19,kg,232.49,USD
2022-06-18T00:00:00.000Z,Pump_20,10.2,hour,10.21 kg/gal,12.00 gal/hr,122.4,gal,5.47,USD / gal,676.87,1249.7,kg,234,USD
2022-06-19T00:00:00.000Z,Pump_1,7.1,hour,10.21 kg/gal,15.06 gal/hr,106.93,gal,5.51,USD / gal,616.96,1091.71,kg,222.02,USD
2022-06-19T00:00:00.000Z,Pump_2,6.2,hour,10.21 kg/gal,15.06 gal/hr,93.37,gal,5.51,USD / gal,545.29,953.33,kg,207.69,USD
2022-06-19T00:00:00.000Z,Pump_3,9.4,hour,10.21 kg/gal,15.06 gal/hr,141.56,gal,5.51,USD / gal,813.99,1445.37,kg,261.43,USD
2022-06-19T00:00:00.000Z,Pump_4,10,hour,10.21 kg/gal,15.06 gal/hr,150.6,gal,5.51,USD / gal,867.46,1537.63,kg,272.12,USD
2022-06-19T00:00:00.000Z,Pump_5,7.4,hour,10.21 kg/gal,15.06 gal/hr,111.44,gal,5.51,USD / gal,626.32,1137.84,kg,223.89,USD
2022-06-19T00:00:00.000Z,Pump_6,8.1,hour,10.21 kg/gal,15.06 gal/hr,121.99,gal,5.51,USD / gal,697.76,1245.48,kg,238.18,USD
2022-06-19T00:00:00.000Z,Pump_7,8.3,hour,10.21 kg/gal,15.06 gal/hr,125,gal,5.51,USD / gal,689.99,1276.23,kg,236.63,USD
2022-06-19T00:00:00.000Z,Pump_8,12.5,hour,10.21 kg/gal,15.06 gal/hr,188.25,gal,5.51,USD / gal,1095.62,1922.03,kg,317.75,USD
2022-06-19T00:00:00.000Z,Pump_9,5.9,hour,10.21 kg/gal,15.06 gal/hr,88.85,gal,5.51,USD / gal,484.25,907.2,kg,195.48,USD
2022-06-19T00:00:00.000Z,Pump_10,9.9,hour,10.21 kg/gal,12.00 gal/hr,118.8,gal,5.51,USD / gal,658.15,1212.95,kg,230.26,USD
2022-06-19T00:00:00.000Z,Pump_11,8.8,hour,10.21 kg/gal,12.00 gal/hr,105.6,gal,5.51,USD / gal,566.02,1078.18,kg,211.83,USD
2022-06-19T00:00:00.000Z,Pump_12,9.7,hour,10.21 kg/gal,12.00 gal/hr,116.4,gal,5.51,USD / gal,635.54,1188.44,kg,225.74,USD
2022-06-19T00:00:00.000Z,Pump_13,7,hour,10.21 kg/gal,12.00 gal/hr,84,gal,5.51,USD / gal,462,857.64,kg,191.03,USD
2022-06-19T00:00:00.000Z,Pump_14,7.6,hour,10.21 kg/gal,12.00 gal/hr,91.2,gal,5.51,USD / gal,510.72,931.15,kg,200.77,USD
2022-06-19T00:00:00.000Z,Pump_15,7.6,hour,10.21 kg/gal,12.00 gal/hr,91.2,gal,5.51,USD / gal,528.96,931.15,kg,204.42,USD
2022-06-19T00:00:00.000Z,Pump_16,7.9,hour,10.21 kg/gal,12.00 gal/hr,94.8,gal,5.51,USD / gal,543.2,967.91,kg,207.27,USD
2022-06-19T00:00:00.000Z,Pump_17,8,hour,10.21 kg/gal,12.00 gal/hr,96,gal,5.51,USD / gal,563.52,980.16,kg,211.33,USD
2022-06-19T00:00:00.000Z,Pump_18,7.9,hour,10.21 kg/gal,12.00 gal/hr,94.8,gal,5.51,USD / gal,516.66,967.91,kg,201.96,USD
2022-06-19T00:00:00.000Z,Pump_19,8.5,hour,10.21 kg/gal,12.00 gal/hr,102,gal,5.51,USD / gal,595.68,1041.42,kg,217.77,USD
2022-06-19T00:00:00.000Z,Pump_20,10.3,hour,10.21 kg/gal,12.00 gal/hr,123.6,gal,5.51,USD / gal,676.09,1261.96,kg,233.85,USD
2022-06-20T00:00:00.000Z,Pump_1,9,hour,10.21 kg/gal,15.06 gal/hr,135.54,gal,5.49,USD / gal,727.85,1383.86,kg,244.2,USD
2022-06-20T00:00:00.000Z,Pump_2,6.1,hour,10.21 kg/gal,15.06 gal/hr,91.87,gal,5.49,USD / gal,521.8,937.95,kg,202.99,USD
2022-06-20T00:00:00.000Z,Pump_3,9.8,hour,10.21 kg/gal,15.06 gal/hr,147.59,gal,5.49,USD / gal,826.49,1506.87,kg,263.93,USD
2022-06-20T00:00:00.000Z,Pump_4,9.6,hour,10.21 kg/gal,15.06 gal/hr,144.58,gal,5.49,USD / gal,821.19,1476.12,kg,262.87,USD
2022-06-20T00:00:00.000Z,Pump_5,6.7,hour,10.21 kg/gal,15.06 gal/hr,100.9,gal,5.49,USD / gal,562.02,1030.21,kg,211.03,USD
2022-06-20T00:00:00.000Z,Pump_6,7.6,hour,10.21 kg/gal,15.06 gal/hr,114.46,gal,5.49,USD / gal,669.57,1168.6,kg,232.54,USD
2022-06-20T00:00:00.000Z,Pump_7,10.5,hour,10.21 kg/gal,15.06 gal/hr,158.13,gal,5.49,USD / gal,882.37,1614.51,kg,275.1,USD
2022-06-20T00:00:00.000Z,Pump_8,8.6,hour,10.21 kg/gal,15.06 gal/hr,129.52,gal,5.49,USD / gal,705.86,1322.36,kg,239.8,USD
2022-06-20T00:00:00.000Z,Pump_9,7,hour,10.21 kg/gal,15.06 gal/hr,105.42,gal,5.49,USD / gal,610.38,1076.34,kg,220.71,USD
2022-06-20T00:00:00.000Z,Pump_10,8.4,hour,10.21 kg/gal,12.00 gal/hr,100.8,gal,5.49,USD / gal,575.57,1029.17,kg,213.74,USD
2022-06-20T00:00:00.000Z,Pump_11,9.5,hour,10.21 kg/gal,12.00 gal/hr,114,gal,5.49,USD / gal,628.14,1163.94,kg,224.26,USD
2022-06-20T00:00:00.000Z,Pump_12,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.49,USD / gal,675.02,1200.7,kg,233.63,USD
2022-06-20T00:00:00.000Z,Pump_13,6.7,hour,10.21 kg/gal,12.00 gal/hr,80.4,gal,5.49,USD / gal,439.79,820.88,kg,186.59,USD
2022-06-20T00:00:00.000Z,Pump_14,7.8,hour,10.21 kg/gal,12.00 gal/hr,93.6,gal,5.49,USD / gal,536.33,955.66,kg,205.9,USD
2022-06-20T00:00:00.000Z,Pump_15,7.9,hour,10.21 kg/gal,12.00 gal/hr,94.8,gal,5.49,USD / gal,520.45,967.91,kg,202.72,USD
2022-06-20T00:00:00.000Z,Pump_16,7.1,hour,10.21 kg/gal,12.00 gal/hr,85.2,gal,5.49,USD / gal,467.75,869.89,kg,192.18,USD
2022-06-20T00:00:00.000Z,Pump_17,6.9,hour,10.21 kg/gal,12.00 gal/hr,82.8,gal,5.49,USD / gal,447.12,845.39,kg,188.05,USD
2022-06-20T00:00:00.000Z,Pump_18,8.2,hour,10.21 kg/gal,12.00 gal/hr,98.4,gal,5.49,USD / gal,557.93,1004.66,kg,210.22,USD
2022-06-20T00:00:00.000Z,Pump_19,8.8,hour,10.21 kg/gal,12.00 gal/hr,105.6,gal,5.49,USD / gal,597.7,1078.18,kg,218.17,USD
2022-06-20T00:00:00.000Z,Pump_20,10.2,hour,10.21 kg/gal,12.00 gal/hr,122.4,gal,5.49,USD / gal,662.18,1249.7,kg,231.07,USD
2022-06-21T00:00:00.000Z,Pump_1,9.3,hour,10.21 kg/gal,15.06 gal/hr,140.06,gal,5.67,USD / gal,777.32,1429.99,kg,254.09,USD
2022-06-21T00:00:00.000Z,Pump_2,7.7,hour,10.21 kg/gal,15.06 gal/hr,115.96,gal,5.67,USD / gal,671.42,1183.97,kg,232.91,USD
2022-06-21T00:00:00.000Z,Pump_3,9.4,hour,10.21 kg/gal,15.06 gal/hr,141.56,gal,5.67,USD / gal,811.16,1445.37,kg,260.86,USD
2022-06-21T00:00:00.000Z,Pump_4,10,hour,10.21 kg/gal,15.06 gal/hr,150.6,gal,5.67,USD / gal,882.52,1537.63,kg,275.13,USD
2022-06-21T00:00:00.000Z,Pump_5,7.1,hour,10.21 kg/gal,15.06 gal/hr,106.93,gal,5.67,USD / gal,577.4,1091.71,kg,214.11,USD
2022-06-21T00:00:00.000Z,Pump_6,9,hour,10.21 kg/gal,15.06 gal/hr,135.54,gal,5.67,USD / gal,772.58,1383.86,kg,253.15,USD
2022-06-21T00:00:00.000Z,Pump_7,11,hour,10.21 kg/gal,15.06 gal/hr,165.66,gal,5.67,USD / gal,954.2,1691.39,kg,289.47,USD
2022-06-21T00:00:00.000Z,Pump_8,7.8,hour,10.21 kg/gal,15.06 gal/hr,117.47,gal,5.67,USD / gal,688.36,1199.35,kg,236.3,USD
2022-06-21T00:00:00.000Z,Pump_9,6.9,hour,10.21 kg/gal,15.06 gal/hr,103.91,gal,5.67,USD / gal,569.45,1060.96,kg,212.52,USD
2022-06-21T00:00:00.000Z,Pump_10,8.1,hour,10.21 kg/gal,12.00 gal/hr,97.2,gal,5.67,USD / gal,529.74,992.41,kg,204.58,USD
2022-06-21T00:00:00.000Z,Pump_11,9.4,hour,10.21 kg/gal,12.00 gal/hr,112.8,gal,5.67,USD / gal,637.32,1151.69,kg,226.09,USD
2022-06-21T00:00:00.000Z,Pump_12,10.5,hour,10.21 kg/gal,12.00 gal/hr,126,gal,5.67,USD / gal,737.1,1286.46,kg,246.05,USD
2022-06-21T00:00:00.000Z,Pump_13,6.8,hour,10.21 kg/gal,12.00 gal/hr,81.6,gal,5.67,USD / gal,452.06,833.14,kg,189.04,USD
2022-06-21T00:00:00.000Z,Pump_14,7.1,hour,10.21 kg/gal,12.00 gal/hr,85.2,gal,5.67,USD / gal,480.53,869.89,kg,194.74,USD
2022-06-21T00:00:00.000Z,Pump_15,7.8,hour,10.21 kg/gal,12.00 gal/hr,93.6,gal,5.67,USD / gal,521.35,955.66,kg,202.9,USD
2022-06-21T00:00:00.000Z,Pump_16,10.6,hour,10.21 kg/gal,12.00 gal/hr,127.2,gal,5.67,USD / gal,722.5,1298.71,kg,243.13,USD
2022-06-21T00:00:00.000Z,Pump_17,5.3,hour,10.21 kg/gal,12.00 gal/hr,63.6,gal,5.67,USD / gal,352.98,649.36,kg,169.23,USD
2022-06-21T00:00:00.000Z,Pump_18,9.7,hour,10.21 kg/gal,12.00 gal/hr,116.4,gal,5.67,USD / gal,639.04,1188.44,kg,226.44,USD
2022-06-21T00:00:00.000Z,Pump_19,8.4,hour,10.21 kg/gal,12.00 gal/hr,100.8,gal,5.67,USD / gal,582.62,1029.17,kg,215.15,USD
2022-06-21T00:00:00.000Z,Pump_20,9.6,hour,10.21 kg/gal,12.00 gal/hr,115.2,gal,5.67,USD / gal,675.07,1176.19,kg,233.64,USD
2022-06-22T00:00:00.000Z,Pump_1,0,hour,10.21 kg/gal,15.06 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_2,0,hour,10.21 kg/gal,15.06 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_3,0,hour,10.21 kg/gal,15.06 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_4,0,hour,10.21 kg/gal,15.06 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_5,0,hour,10.21 kg/gal,15.06 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_6,0,hour,10.21 kg/gal,15.06 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_7,0,hour,10.21 kg/gal,15.06 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_8,0,hour,10.21 kg/gal,15.06 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_9,0,hour,10.21 kg/gal,15.06 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_10,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_11,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_12,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_13,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_14,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_15,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_16,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_17,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_18,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_19,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-22T00:00:00.000Z,Pump_20,0,hour,10.21 kg/gal,12.00 gal/hr,0,gal,5.77,USD / gal,0,0,kg,98.63,USD
2022-06-23T00:00:00.000Z,Pump_1,3,hour,10.21 kg/gal,15.06 gal/hr,45.18,gal,5.45,USD / gal,253.01,461.29,kg,149.23,USD
2022-06-23T00:00:00.000Z,Pump_2,4.3,hour,10.21 kg/gal,15.06 gal/hr,64.76,gal,5.45,USD / gal,349.05,661.18,kg,168.44,USD
2022-06-23T00:00:00.000Z,Pump_3,4,hour,10.21 kg/gal,15.06 gal/hr,60.24,gal,5.45,USD / gal,324.09,615.05,kg,163.45,USD
2022-06-23T00:00:00.000Z,Pump_4,4.95,hour,10.21 kg/gal,15.06 gal/hr,74.55,gal,5.45,USD / gal,418.21,761.12,kg,182.27,USD
2022-06-23T00:00:00.000Z,Pump_5,3.7,hour,10.21 kg/gal,15.06 gal/hr,55.72,gal,5.45,USD / gal,307.59,568.92,kg,160.15,USD
2022-06-23T00:00:00.000Z,Pump_6,4.25,hour,10.21 kg/gal,15.06 gal/hr,64.01,gal,5.45,USD / gal,374.43,653.49,kg,173.52,USD
2022-06-23T00:00:00.000Z,Pump_7,4.75,hour,10.21 kg/gal,15.06 gal/hr,71.54,gal,5.45,USD / gal,384.86,730.37,kg,175.6,USD
2022-06-23T00:00:00.000Z,Pump_8,3.85,hour,10.21 kg/gal,15.06 gal/hr,57.98,gal,5.45,USD / gal,330.49,591.99,kg,164.73,USD
2022-06-23T00:00:00.000Z,Pump_9,2.6,hour,10.21 kg/gal,15.06 gal/hr,39.16,gal,5.45,USD / gal,227.5,399.78,kg,144.13,USD
2022-06-23T00:00:00.000Z,Pump_10,4.25,hour,10.21 kg/gal,12.00 gal/hr,51,gal,5.45,USD / gal,295.29,520.71,kg,157.69,USD
2022-06-23T00:00:00.000Z,Pump_11,4.65,hour,10.21 kg/gal,12.00 gal/hr,55.8,gal,5.45,USD / gal,314.71,569.72,kg,161.57,USD
2022-06-23T00:00:00.000Z,Pump_12,4.95,hour,10.21 kg/gal,12.00 gal/hr,59.4,gal,5.45,USD / gal,317.79,606.47,kg,162.19,USD
2022-06-23T00:00:00.000Z,Pump_13,3.25,hour,10.21 kg/gal,12.00 gal/hr,39,gal,5.45,USD / gal,212.94,398.19,kg,141.22,USD
2022-06-23T00:00:00.000Z,Pump_14,3.65,hour,10.21 kg/gal,12.00 gal/hr,43.8,gal,5.45,USD / gal,237.4,447.2,kg,146.11,USD
2022-06-23T00:00:00.000Z,Pump_15,4.15,hour,10.21 kg/gal,12.00 gal/hr,49.8,gal,5.45,USD / gal,270.91,508.46,kg,152.81,USD
2022-06-23T00:00:00.000Z,Pump_16,6.4,hour,10.21 kg/gal,12.00 gal/hr,76.8,gal,5.45,USD / gal,430.85,784.13,kg,184.8,USD
2022-06-23T00:00:00.000Z,Pump_17,4.7,hour,10.21 kg/gal,12.00 gal/hr,56.4,gal,5.45,USD / gal,322.04,575.84,kg,163.04,USD
2022-06-23T00:00:00.000Z,Pump_18,3,hour,10.21 kg/gal,12.00 gal/hr,36,gal,5.45,USD / gal,194.76,367.56,kg,137.58,USD
2022-06-23T00:00:00.000Z,Pump_19,4.8,hour,10.21 kg/gal,12.00 gal/hr,57.6,gal,5.45,USD / gal,319.68,588.1,kg,162.57,USD
2022-06-23T00:00:00.000Z,Pump_20,4.9,hour,10.21 kg/gal,12.00 gal/hr,58.8,gal,5.45,USD / gal,317.52,600.35,kg,162.13,USD
2022-06-24T00:00:00.000Z,Pump_1,6.2,hour,10.21 kg/gal,15.06 gal/hr,93.37,gal,5.64,USD / gal,538.76,953.33,kg,206.38,USD
2022-06-24T00:00:00.000Z,Pump_2,8,hour,10.21 kg/gal,15.06 gal/hr,120.48,gal,5.64,USD / gal,689.15,1230.1,kg,236.46,USD
2022-06-24T00:00:00.000Z,Pump_3,9.1,hour,10.21 kg/gal,15.06 gal/hr,137.05,gal,5.64,USD / gal,796.24,1399.24,kg,257.88,USD
2022-06-24T00:00:00.000Z,Pump_4,10,hour,10.21 kg/gal,15.06 gal/hr,150.6,gal,5.64,USD / gal,835.83,1537.63,kg,265.8,USD
2022-06-24T00:00:00.000Z,Pump_5,6.6,hour,10.21 kg/gal,15.06 gal/hr,99.4,gal,5.64,USD / gal,567.55,1014.83,kg,212.14,USD
2022-06-24T00:00:00.000Z,Pump_6,8.2,hour,10.21 kg/gal,15.06 gal/hr,123.49,gal,5.64,USD / gal,708.84,1260.85,kg,240.4,USD
2022-06-24T00:00:00.000Z,Pump_7,9,hour,10.21 kg/gal,15.06 gal/hr,135.54,gal,5.64,USD / gal,744.11,1383.86,kg,247.45,USD
2022-06-24T00:00:00.000Z,Pump_8,8.6,hour,10.21 kg/gal,15.06 gal/hr,129.52,gal,5.64,USD / gal,749.9,1322.36,kg,248.61,USD
2022-06-24T00:00:00.000Z,Pump_9,5.6,hour,10.21 kg/gal,15.06 gal/hr,84.34,gal,5.64,USD / gal,478.19,861.07,kg,194.27,USD
2022-06-24T00:00:00.000Z,Pump_10,6.6,hour,10.21 kg/gal,12.00 gal/hr,79.2,gal,5.64,USD / gal,449.06,808.63,kg,188.44,USD
