transactionDate,assetDescription,readyTime,readyTimeUOM,CO2eFactor,engineIdleAFC,dieselSavedVolume,dieselSavedVolumeUOM,dieselRate,dieselRateUOM,dieselSavedCost,CO2eReduction,CO2eReductionUOM,chargeAmount,currency
2022-06-24T00:00:00.000Z,Pump_11,9.5,hour,10.21 kg/gal,12.00 gal/hr,114,gal,5.64,USD / gal,654.36,1163.94,kg,229.5,USD
2022-06-24T00:00:00.000Z,Pump_12,10,hour,10.21 kg/gal,12.00 gal/hr,120,gal,5.64,USD / gal,654,1225.2,kg,229.43,USD
2022-06-24T00:00:00.000Z,Pump_13,6.7,hour,10.21 kg/gal,12.00 gal/hr,80.4,gal,5.64,USD / gal,458.28,820.88,kg,190.29,USD
2022-06-24T00:00:00.000Z,Pump_14,8.8,hour,10.21 kg/gal,12.00 gal/hr,105.6,gal,5.64,USD / gal,573.41,1078.18,kg,213.31,USD
2022-06-24T00:00:00.000Z,Pump_15,7.3,hour,10.21 kg/gal,12.00 gal/hr,87.6,gal,5.64,USD / gal,493.19,894.4,kg,197.27,USD
2022-06-24T00:00:00.000Z,Pump_16,10.8,hour,10.21 kg/gal,12.00 gal/hr,129.6,gal,5.64,USD / gal,742.61,1323.22,kg,247.15,USD
2022-06-24T00:00:00.000Z,Pump_17,7.3,hour,10.21 kg/gal,12.00 gal/hr,87.6,gal,5.64,USD / gal,474.79,894.4,kg,193.59,USD
2022-06-24T00:00:00.000Z,Pump_18,7.5,hour,10.21 kg/gal,12.00 gal/hr,90,gal,5.64,USD / gal,526.5,918.9,kg,203.93,USD
2022-06-24T00:00:00.000Z,Pump_19,9.9,hour,10.21 kg/gal,12.00 gal/hr,118.8,gal,5.64,USD / gal,667.66,1212.95,kg,232.16,USD
2022-06-24T00:00:00.000Z,Pump_20,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.64,USD / gal,635.04,1200.7,kg,225.64,USD
2022-06-25T00:00:00.000Z,Pump_1,4.3,hour,10.21 kg/gal,15.06 gal/hr,64.76,gal,5.76,USD / gal,346.46,661.18,kg,167.92,USD
2022-06-25T00:00:00.000Z,Pump_2,8.7,hour,10.21 kg/gal,15.06 gal/hr,131.02,gal,5.76,USD / gal,750.76,1337.73,kg,248.78,USD
2022-06-25T00:00:00.000Z,Pump_3,8,hour,10.21 kg/gal,15.06 gal/hr,120.48,gal,5.76,USD / gal,663.84,1230.1,kg,231.4,USD
2022-06-25T00:00:00.000Z,Pump_4,9.7,hour,10.21 kg/gal,15.06 gal/hr,146.08,gal,5.76,USD / gal,854.58,1491.5,kg,269.55,USD
2022-06-25T00:00:00.000Z,Pump_5,7,hour,10.21 kg/gal,15.06 gal/hr,105.42,gal,5.76,USD / gal,586.14,1076.34,kg,215.86,USD
2022-06-25T00:00:00.000Z,Pump_6,8.8,hour,10.21 kg/gal,15.06 gal/hr,132.53,gal,5.76,USD / gal,772.64,1353.11,kg,253.16,USD
2022-06-25T00:00:00.000Z,Pump_7,10.5,hour,10.21 kg/gal,15.06 gal/hr,158.13,gal,5.76,USD / gal,872.88,1614.51,kg,273.21,USD
2022-06-25T00:00:00.000Z,Pump_8,10.5,hour,10.21 kg/gal,15.06 gal/hr,158.13,gal,5.76,USD / gal,896.6,1614.51,kg,277.95,USD
2022-06-25T00:00:00.000Z,Pump_9,9,hour,10.21 kg/gal,15.06 gal/hr,135.54,gal,5.76,USD / gal,786.13,1383.86,kg,255.86,USD
2022-06-25T00:00:00.000Z,Pump_10,8.5,hour,10.21 kg/gal,12.00 gal/hr,102,gal,5.76,USD / gal,562.02,1041.42,kg,211.03,USD
2022-06-25T00:00:00.000Z,Pump_11,8.9,hour,10.21 kg/gal,12.00 gal/hr,106.8,gal,5.76,USD / gal,580.99,1090.43,kg,214.83,USD
2022-06-25T00:00:00.000Z,Pump_12,10.4,hour,10.21 kg/gal,12.00 gal/hr,124.8,gal,5.76,USD / gal,702.62,1274.21,kg,239.15,USD
2022-06-25T00:00:00.000Z,Pump_13,6.8,hour,10.21 kg/gal,12.00 gal/hr,81.6,gal,5.76,USD / gal,440.64,833.14,kg,186.76,USD
2022-06-25T00:00:00.000Z,Pump_14,8.4,hour,10.21 kg/gal,12.00 gal/hr,100.8,gal,5.76,USD / gal,547.34,1029.17,kg,208.1,USD
2022-06-25T00:00:00.000Z,Pump_15,10.9,hour,10.21 kg/gal,12.00 gal/hr,130.8,gal,5.76,USD / gal,705.01,1335.47,kg,239.63,USD
2022-06-25T00:00:00.000Z,Pump_16,8.9,hour,10.21 kg/gal,12.00 gal/hr,106.8,gal,5.76,USD / gal,584.2,1090.43,kg,215.47,USD
2022-06-25T00:00:00.000Z,Pump_17,9.6,hour,10.21 kg/gal,12.00 gal/hr,115.2,gal,5.76,USD / gal,676.22,1176.19,kg,233.87,USD
2022-06-25T00:00:00.000Z,Pump_18,8,hour,10.21 kg/gal,12.00 gal/hr,96,gal,5.76,USD / gal,534.72,980.16,kg,205.57,USD
2022-06-25T00:00:00.000Z,Pump_19,8.2,hour,10.21 kg/gal,12.00 gal/hr,98.4,gal,5.76,USD / gal,557.93,1004.66,kg,210.22,USD
2022-06-25T00:00:00.000Z,Pump_20,9.6,hour,10.21 kg/gal,12.00 gal/hr,115.2,gal,5.76,USD / gal,665.86,1176.19,kg,231.8,USD
2022-06-26T00:00:00.000Z,Pump_1,7,hour,10.21 kg/gal,15.06 gal/hr,105.42,gal,5.83,USD / gal,612.49,1076.34,kg,221.13,USD
2022-06-26T00:00:00.000Z,Pump_2,9.2,hour,10.21 kg/gal,15.06 gal/hr,138.55,gal,5.83,USD / gal,809.14,1414.62,kg,260.46,USD
2022-06-26T00:00:00.000Z,Pump_3,8.8,hour,10.21 kg/gal,15.06 gal/hr,132.53,gal,5.83,USD / gal,748.78,1353.11,kg,248.39,USD
2022-06-26T00:00:00.000Z,Pump_4,10.5,hour,10.21 kg/gal,15.06 gal/hr,158.13,gal,5.83,USD / gal,912.41,1614.51,kg,281.11,USD
2022-06-26T00:00:00.000Z,Pump_5,7.3,hour,10.21 kg/gal,15.06 gal/hr,109.94,gal,5.83,USD / gal,638.74,1122.47,kg,226.38,USD
2022-06-26T00:00:00.000Z,Pump_6,8.2,hour,10.21 kg/gal,15.06 gal/hr,123.49,gal,5.83,USD / gal,692.79,1260.85,kg,237.19,USD
2022-06-26T00:00:00.000Z,Pump_7,10.8,hour,10.21 kg/gal,15.06 gal/hr,162.65,gal,5.83,USD / gal,891.31,1660.64,kg,276.89,USD
2022-06-26T00:00:00.000Z,Pump_8,9.6,hour,10.21 kg/gal,15.06 gal/hr,144.58,gal,5.83,USD / gal,816.85,1476.12,kg,262,USD
2022-06-26T00:00:00.000Z,Pump_9,4.1,hour,10.21 kg/gal,15.06 gal/hr,61.75,gal,5.83,USD / gal,333.43,630.43,kg,165.32,USD
2022-06-26T00:00:00.000Z,Pump_10,7.4,hour,10.21 kg/gal,12.00 gal/hr,88.8,gal,5.83,USD / gal,481.3,906.65,kg,194.89,USD
2022-06-26T00:00:00.000Z,Pump_11,8.1,hour,10.21 kg/gal,12.00 gal/hr,97.2,gal,5.83,USD / gal,565.7,992.41,kg,211.77,USD
2022-06-26T00:00:00.000Z,Pump_12,10,hour,10.21 kg/gal,12.00 gal/hr,120,gal,5.83,USD / gal,666,1225.2,kg,231.83,USD
2022-06-26T00:00:00.000Z,Pump_13,6.5,hour,10.21 kg/gal,12.00 gal/hr,78,gal,5.83,USD / gal,442.26,796.38,kg,187.08,USD
2022-06-26T00:00:00.000Z,Pump_14,7.1,hour,10.21 kg/gal,12.00 gal/hr,85.2,gal,5.83,USD / gal,471.16,869.89,kg,192.86,USD
2022-06-26T00:00:00.000Z,Pump_15,7.5,hour,10.21 kg/gal,12.00 gal/hr,90,gal,5.83,USD / gal,501.3,918.9,kg,198.89,USD
2022-06-26T00:00:00.000Z,Pump_16,11.8,hour,10.21 kg/gal,12.00 gal/hr,141.6,gal,5.83,USD / gal,784.46,1445.74,kg,255.52,USD
2022-06-26T00:00:00.000Z,Pump_17,5.2,hour,10.21 kg/gal,12.00 gal/hr,62.4,gal,5.83,USD / gal,336.96,637.1,kg,166.02,USD
2022-06-26T00:00:00.000Z,Pump_18,9.9,hour,10.21 kg/gal,12.00 gal/hr,118.8,gal,5.83,USD / gal,697.36,1212.95,kg,238.1,USD
2022-06-26T00:00:00.000Z,Pump_19,8.1,hour,10.21 kg/gal,12.00 gal/hr,97.2,gal,5.83,USD / gal,520.02,992.41,kg,202.63,USD
2022-06-26T00:00:00.000Z,Pump_20,10.3,hour,10.21 kg/gal,12.00 gal/hr,123.6,gal,5.83,USD / gal,719.35,1261.96,kg,242.5,USD
2022-06-27T00:00:00.000Z,Pump_1,6.7,hour,10.21 kg/gal,15.06 gal/hr,100.9,gal,5.73,USD / gal,583.21,1030.21,kg,215.27,USD
2022-06-27T00:00:00.000Z,Pump_2,8.7,hour,10.21 kg/gal,15.06 gal/hr,131.02,gal,5.73,USD / gal,748.14,1337.73,kg,248.26,USD
2022-06-27T00:00:00.000Z,Pump_3,9.1,hour,10.21 kg/gal,15.06 gal/hr,137.05,gal,5.73,USD / gal,788.01,1399.24,kg,256.23,USD
2022-06-27T00:00:00.000Z,Pump_4,10.5,hour,10.21 kg/gal,15.06 gal/hr,158.13,gal,5.73,USD / gal,907.67,1614.51,kg,280.16,USD
2022-06-27T00:00:00.000Z,Pump_5,7.5,hour,10.21 kg/gal,15.06 gal/hr,112.95,gal,5.73,USD / gal,653.98,1153.22,kg,229.43,USD
2022-06-27T00:00:00.000Z,Pump_6,8.3,hour,10.21 kg/gal,15.06 gal/hr,125,gal,5.73,USD / gal,707.49,1276.23,kg,240.13,USD
2022-06-27T00:00:00.000Z,Pump_7,9.6,hour,10.21 kg/gal,15.06 gal/hr,144.58,gal,5.73,USD / gal,837.1,1476.12,kg,266.05,USD
2022-06-27T00:00:00.000Z,Pump_8,7.4,hour,10.21 kg/gal,15.06 gal/hr,111.44,gal,5.73,USD / gal,609.6,1137.84,kg,220.55,USD
2022-06-27T00:00:00.000Z,Pump_9,7.7,hour,10.21 kg/gal,15.06 gal/hr,115.96,gal,5.73,USD / gal,662.14,1183.97,kg,231.06,USD
2022-06-27T00:00:00.000Z,Pump_10,7.8,hour,10.21 kg/gal,12.00 gal/hr,93.6,gal,5.73,USD / gal,522.29,955.66,kg,203.09,USD
2022-06-27T00:00:00.000Z,Pump_11,8.4,hour,10.21 kg/gal,12.00 gal/hr,100.8,gal,5.73,USD / gal,571.54,1029.17,kg,212.94,USD
2022-06-27T00:00:00.000Z,Pump_12,9.5,hour,10.21 kg/gal,12.00 gal/hr,114,gal,5.73,USD / gal,665.76,1163.94,kg,231.78,USD
2022-06-27T00:00:00.000Z,Pump_13,7.5,hour,10.21 kg/gal,12.00 gal/hr,90,gal,5.73,USD / gal,526.5,918.9,kg,203.93,USD
2022-06-27T00:00:00.000Z,Pump_14,9,hour,10.21 kg/gal,12.00 gal/hr,108,gal,5.73,USD / gal,631.8,1102.68,kg,224.99,USD
2022-06-27T00:00:00.000Z,Pump_15,10.5,hour,10.21 kg/gal,12.00 gal/hr,126,gal,5.73,USD / gal,690.48,1286.46,kg,236.73,USD
2022-06-27T00:00:00.000Z,Pump_16,9.4,hour,10.21 kg/gal,12.00 gal/hr,112.8,gal,5.73,USD / gal,657.62,1151.69,kg,230.15,USD
2022-06-27T00:00:00.000Z,Pump_17,5.2,hour,10.21 kg/gal,12.00 gal/hr,62.4,gal,5.73,USD / gal,362.54,637.1,kg,171.14,USD
2022-06-27T00:00:00.000Z,Pump_18,7.4,hour,10.21 kg/gal,12.00 gal/hr,88.8,gal,5.73,USD / gal,477.74,906.65,kg,194.18,USD
2022-06-27T00:00:00.000Z,Pump_19,10,hour,10.21 kg/gal,12.00 gal/hr,120,gal,5.73,USD / gal,698.4,1225.2,kg,238.31,USD
2022-06-27T00:00:00.000Z,Pump_20,10.4,hour,10.21 kg/gal,12.00 gal/hr,124.8,gal,5.73,USD / gal,696.38,1274.21,kg,237.91,USD
2022-06-28T00:00:00.000Z,Pump_1,9.2,hour,10.21 kg/gal,15.06 gal/hr,138.55,gal,5.51,USD / gal,752.34,1414.62,kg,249.1,USD
2022-06-28T00:00:00.000Z,Pump_2,7.4,hour,10.21 kg/gal,15.06 gal/hr,111.44,gal,5.51,USD / gal,629.66,1137.84,kg,224.56,USD
2022-06-28T00:00:00.000Z,Pump_3,8.1,hour,10.21 kg/gal,15.06 gal/hr,121.99,gal,5.51,USD / gal,680.68,1245.48,kg,234.77,USD
2022-06-28T00:00:00.000Z,Pump_4,10.1,hour,10.21 kg/gal,15.06 gal/hr,152.11,gal,5.51,USD / gal,895.9,1553,kg,277.81,USD
2022-06-28T00:00:00.000Z,Pump_5,7.3,hour,10.21 kg/gal,15.06 gal/hr,109.94,gal,5.51,USD / gal,618.95,1122.47,kg,222.42,USD
2022-06-28T00:00:00.000Z,Pump_6,7.3,hour,10.21 kg/gal,15.06 gal/hr,109.94,gal,5.51,USD / gal,591.47,1122.47,kg,216.92,USD
2022-06-28T00:00:00.000Z,Pump_7,8.2,hour,10.21 kg/gal,15.06 gal/hr,123.49,gal,5.51,USD / gal,726.13,1260.85,kg,243.86,USD
2022-06-28T00:00:00.000Z,Pump_8,12.5,hour,10.21 kg/gal,15.06 gal/hr,188.25,gal,5.51,USD / gal,1095.62,1922.03,kg,317.75,USD
2022-06-28T00:00:00.000Z,Pump_9,8.9,hour,10.21 kg/gal,15.06 gal/hr,134.03,gal,5.51,USD / gal,751.93,1368.49,kg,249.02,USD
2022-06-28T00:00:00.000Z,Pump_10,6.7,hour,10.21 kg/gal,12.00 gal/hr,80.4,gal,5.51,USD / gal,455.06,820.88,kg,189.64,USD
2022-06-28T00:00:00.000Z,Pump_11,8.2,hour,10.21 kg/gal,12.00 gal/hr,98.4,gal,5.51,USD / gal,579.58,1004.66,kg,214.55,USD
2022-06-28T00:00:00.000Z,Pump_12,10.4,hour,10.21 kg/gal,12.00 gal/hr,124.8,gal,5.51,USD / gal,681.41,1274.21,kg,234.91,USD
2022-06-28T00:00:00.000Z,Pump_13,6.9,hour,10.21 kg/gal,12.00 gal/hr,82.8,gal,5.51,USD / gal,453.74,845.39,kg,189.38,USD
2022-06-28T00:00:00.000Z,Pump_14,7.2,hour,10.21 kg/gal,12.00 gal/hr,86.4,gal,5.51,USD / gal,478.66,882.14,kg,194.36,USD
2022-06-28T00:00:00.000Z,Pump_15,8.4,hour,10.21 kg/gal,12.00 gal/hr,100.8,gal,5.51,USD / gal,562.46,1029.17,kg,211.12,USD
2022-06-28T00:00:00.000Z,Pump_16,10.6,hour,10.21 kg/gal,12.00 gal/hr,127.2,gal,5.51,USD / gal,747.94,1298.71,kg,248.22,USD
2022-06-28T00:00:00.000Z,Pump_17,4.8,hour,10.21 kg/gal,12.00 gal/hr,57.6,gal,5.51,USD / gal,336.38,588.1,kg,165.91,USD
2022-06-28T00:00:00.000Z,Pump_18,9.5,hour,10.21 kg/gal,12.00 gal/hr,114,gal,5.51,USD / gal,623.58,1163.94,kg,223.35,USD
2022-06-28T00:00:00.000Z,Pump_19,8.9,hour,10.21 kg/gal,12.00 gal/hr,106.8,gal,5.51,USD / gal,625.85,1090.43,kg,223.8,USD
2022-06-28T00:00:00.000Z,Pump_20,10.3,hour,10.21 kg/gal,12.00 gal/hr,123.6,gal,5.51,USD / gal,682.27,1261.96,kg,235.08,USD
2022-06-29T00:00:00.000Z,Pump_1,9.2,hour,10.21 kg/gal,15.06 gal/hr,138.55,gal,5.51,USD / gal,742.64,1414.62,kg,247.16,USD
2022-06-29T00:00:00.000Z,Pump_2,8.9,hour,10.21 kg/gal,15.06 gal/hr,134.03,gal,5.51,USD / gal,758.63,1368.49,kg,250.36,USD
2022-06-29T00:00:00.000Z,Pump_3,9.2,hour,10.21 kg/gal,15.06 gal/hr,138.55,gal,5.51,USD / gal,750.95,1414.62,kg,248.82,USD
2022-06-29T00:00:00.000Z,Pump_4,10.3,hour,10.21 kg/gal,15.06 gal/hr,155.12,gal,5.51,USD / gal,887.27,1583.75,kg,276.08,USD
2022-06-29T00:00:00.000Z,Pump_5,6.7,hour,10.21 kg/gal,15.06 gal/hr,100.9,gal,5.51,USD / gal,586.24,1030.21,kg,215.88,USD
2022-06-29T00:00:00.000Z,Pump_6,8.5,hour,10.21 kg/gal,15.06 gal/hr,128.01,gal,5.51,USD / gal,706.62,1306.98,kg,239.95,USD
2022-06-29T00:00:00.000Z,Pump_7,9,hour,10.21 kg/gal,15.06 gal/hr,135.54,gal,5.51,USD / gal,771.22,1383.86,kg,252.87,USD
2022-06-29T00:00:00.000Z,Pump_8,12.3,hour,10.21 kg/gal,15.06 gal/hr,185.24,gal,5.51,USD / gal,1031.78,1891.28,kg,304.99,USD
2022-06-29T00:00:00.000Z,Pump_9,4.5,hour,10.21 kg/gal,15.06 gal/hr,67.77,gal,5.51,USD / gal,385.61,691.93,kg,175.75,USD
2022-06-29T00:00:00.000Z,Pump_10,9.7,hour,10.21 kg/gal,12.00 gal/hr,116.4,gal,5.51,USD / gal,642.53,1188.44,kg,227.14,USD
2022-06-29T00:00:00.000Z,Pump_11,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.51,USD / gal,659.74,1200.7,kg,230.58,USD
2022-06-29T00:00:00.000Z,Pump_12,10.1,hour,10.21 kg/gal,12.00 gal/hr,121.2,gal,5.51,USD / gal,692.05,1237.45,kg,237.04,USD
2022-06-29T00:00:00.000Z,Pump_13,7.5,hour,10.21 kg/gal,12.00 gal/hr,90,gal,5.51,USD / gal,500.4,918.9,kg,198.71,USD
2022-06-29T00:00:00.000Z,Pump_14,8,hour,10.21 kg/gal,12.00 gal/hr,96,gal,5.51,USD / gal,523.2,980.16,kg,203.27,USD
2022-06-29T00:00:00.000Z,Pump_15,8.6,hour,10.21 kg/gal,12.00 gal/hr,103.2,gal,5.51,USD / gal,583.08,1053.67,kg,215.25,USD
2022-06-29T00:00:00.000Z,Pump_16,9,hour,10.21 kg/gal,12.00 gal/hr,108,gal,5.51,USD / gal,592.92,1102.68,kg,217.21,USD
2022-06-29T00:00:00.000Z,Pump_17,4.8,hour,10.21 kg/gal,12.00 gal/hr,57.6,gal,5.51,USD / gal,332.93,588.1,kg,165.22,USD
2022-06-29T00:00:00.000Z,Pump_18,9.7,hour,10.21 kg/gal,12.00 gal/hr,116.4,gal,5.51,USD / gal,675.12,1188.44,kg,233.65,USD
2022-06-29T00:00:00.000Z,Pump_19,9.6,hour,10.21 kg/gal,12.00 gal/hr,115.2,gal,5.51,USD / gal,624.38,1176.19,kg,223.51,USD
2022-06-29T00:00:00.000Z,Pump_20,10.5,hour,10.21 kg/gal,12.00 gal/hr,126,gal,5.51,USD / gal,687.96,1286.46,kg,236.22,USD
2022-06-30T00:00:00.000Z,Pump_1,9,hour,10.21 kg/gal,15.06 gal/hr,135.54,gal,5.58,USD / gal,779.36,1383.86,kg,254.5,USD
2022-06-30T00:00:00.000Z,Pump_2,9.1,hour,10.21 kg/gal,15.06 gal/hr,137.05,gal,5.58,USD / gal,782.53,1399.24,kg,255.14,USD
2022-06-30T00:00:00.000Z,Pump_3,8.7,hour,10.21 kg/gal,15.06 gal/hr,131.02,gal,5.58,USD / gal,702.28,1337.73,kg,239.09,USD
2022-06-30T00:00:00.000Z,Pump_4,10.5,hour,10.21 kg/gal,15.06 gal/hr,158.13,gal,5.58,USD / gal,847.58,1614.51,kg,268.15,USD
2022-06-30T00:00:00.000Z,Pump_5,7.5,hour,10.21 kg/gal,15.06 gal/hr,112.95,gal,5.58,USD / gal,644.94,1153.22,kg,227.62,USD
2022-06-30T00:00:00.000Z,Pump_6,7.8,hour,10.21 kg/gal,15.06 gal/hr,117.47,gal,5.58,USD / gal,667.22,1199.35,kg,232.07,USD
2022-06-30T00:00:00.000Z,Pump_7,10.8,hour,10.21 kg/gal,15.06 gal/hr,162.65,gal,5.58,USD / gal,918.96,1660.64,kg,282.42,USD
2022-06-30T00:00:00.000Z,Pump_8,7.1,hour,10.21 kg/gal,15.06 gal/hr,106.93,gal,5.58,USD / gal,603.06,1091.71,kg,219.24,USD
2022-06-30T00:00:00.000Z,Pump_9,6.2,hour,10.21 kg/gal,15.06 gal/hr,93.37,gal,5.58,USD / gal,535.96,953.33,kg,205.82,USD
2022-06-30T00:00:00.000Z,Pump_10,9.6,hour,10.21 kg/gal,12.00 gal/hr,115.2,gal,5.58,USD / gal,678.53,1176.19,kg,234.34,USD
2022-06-30T00:00:00.000Z,Pump_11,8.3,hour,10.21 kg/gal,12.00 gal/hr,99.6,gal,5.58,USD / gal,569.71,1016.92,kg,212.57,USD
2022-06-30T00:00:00.000Z,Pump_12,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.58,USD / gal,652.68,1200.7,kg,229.17,USD
2022-06-30T00:00:00.000Z,Pump_13,7.3,hour,10.21 kg/gal,12.00 gal/hr,87.6,gal,5.58,USD / gal,487.06,894.4,kg,196.04,USD
2022-06-30T00:00:00.000Z,Pump_14,7.2,hour,10.21 kg/gal,12.00 gal/hr,86.4,gal,5.58,USD / gal,490.75,882.14,kg,196.78,USD
2022-06-30T00:00:00.000Z,Pump_15,7.9,hour,10.21 kg/gal,12.00 gal/hr,94.8,gal,5.58,USD / gal,522.35,967.91,kg,203.1,USD
2022-06-30T00:00:00.000Z,Pump_16,8.2,hour,10.21 kg/gal,12.00 gal/hr,98.4,gal,5.58,USD / gal,553.01,1004.66,kg,209.23,USD
2022-06-30T00:00:00.000Z,Pump_17,5.6,hour,10.21 kg/gal,12.00 gal/hr,67.2,gal,5.58,USD / gal,374.3,686.11,kg,173.49,USD
2022-06-30T00:00:00.000Z,Pump_18,9.7,hour,10.21 kg/gal,12.00 gal/hr,116.4,gal,5.58,USD / gal,650.68,1188.44,kg,228.77,USD
2022-06-30T00:00:00.000Z,Pump_19,9.4,hour,10.21 kg/gal,12.00 gal/hr,112.8,gal,5.58,USD / gal,661.01,1151.69,kg,230.83,USD
2022-06-30T00:00:00.000Z,Pump_20,9.9,hour,10.21 kg/gal,12.00 gal/hr,118.8,gal,5.58,USD / gal,690.23,1212.95,kg,236.68,USD
2022-07-01T00:00:00.000Z,Pump_1,8.8,hour,10.21 kg/gal,15.06 gal/hr,132.53,gal,5.48,USD / gal,769.99,1353.11,kg,252.63,USD
2022-07-01T00:00:00.000Z,Pump_2,6.8,hour,10.21 kg/gal,15.06 gal/hr,102.41,gal,5.48,USD / gal,591.92,1045.59,kg,217.01,USD
2022-07-01T00:00:00.000Z,Pump_3,9.3,hour,10.21 kg/gal,15.06 gal/hr,140.06,gal,5.48,USD / gal,780.12,1429.99,kg,254.65,USD
2022-07-01T00:00:00.000Z,Pump_4,9.5,hour,10.21 kg/gal,15.06 gal/hr,143.07,gal,5.48,USD / gal,819.79,1460.74,kg,262.59,USD
2022-07-01T00:00:00.000Z,Pump_5,6.8,hour,10.21 kg/gal,15.06 gal/hr,102.41,gal,5.48,USD / gal,575.53,1045.59,kg,213.74,USD
2022-07-01T00:00:00.000Z,Pump_6,7.3,hour,10.21 kg/gal,15.06 gal/hr,109.94,gal,5.48,USD / gal,613.45,1122.47,kg,221.32,USD
2022-07-01T00:00:00.000Z,Pump_7,10.3,hour,10.21 kg/gal,15.06 gal/hr,155.12,gal,5.48,USD / gal,868.66,1583.75,kg,272.36,USD
2022-07-01T00:00:00.000Z,Pump_8,11.9,hour,10.21 kg/gal,15.06 gal/hr,179.21,gal,5.48,USD / gal,965.96,1829.77,kg,291.82,USD
2022-07-01T00:00:00.000Z,Pump_9,9.6,hour,10.21 kg/gal,15.06 gal/hr,144.58,gal,5.48,USD / gal,803.84,1476.12,kg,259.4,USD
2022-07-01T00:00:00.000Z,Pump_10,8.5,hour,10.21 kg/gal,12.00 gal/hr,102,gal,5.48,USD / gal,579.36,1041.42,kg,214.5,USD
2022-07-01T00:00:00.000Z,Pump_11,8.8,hour,10.21 kg/gal,12.00 gal/hr,105.6,gal,5.48,USD / gal,606.14,1078.18,kg,219.86,USD
2022-07-01T00:00:00.000Z,Pump_12,10.1,hour,10.21 kg/gal,12.00 gal/hr,121.2,gal,5.48,USD / gal,650.84,1237.45,kg,228.8,USD
2022-07-01T00:00:00.000Z,Pump_13,6.8,hour,10.21 kg/gal,12.00 gal/hr,81.6,gal,5.48,USD / gal,458.59,833.14,kg,190.35,USD
2022-07-01T00:00:00.000Z,Pump_14,8.3,hour,10.21 kg/gal,12.00 gal/hr,99.6,gal,5.48,USD / gal,558.76,1016.92,kg,210.38,USD
2022-07-01T00:00:00.000Z,Pump_15,7.3,hour,10.21 kg/gal,12.00 gal/hr,87.6,gal,5.48,USD / gal,481.8,894.4,kg,194.99,USD
2022-07-01T00:00:00.000Z,Pump_16,7.3,hour,10.21 kg/gal,12.00 gal/hr,87.6,gal,5.48,USD / gal,488.81,894.4,kg,196.39,USD
2022-07-01T00:00:00.000Z,Pump_17,4.6,hour,10.21 kg/gal,12.00 gal/hr,55.2,gal,5.48,USD / gal,299.18,563.59,kg,158.47,USD
2022-07-01T00:00:00.000Z,Pump_18,9.6,hour,10.21 kg/gal,12.00 gal/hr,115.2,gal,5.48,USD / gal,665.86,1176.19,kg,231.8,USD
2022-07-01T00:00:00.000Z,Pump_19,8.5,hour,10.21 kg/gal,12.00 gal/hr,102,gal,5.48,USD / gal,588.54,1041.42,kg,216.34,USD
2022-07-01T00:00:00.000Z,Pump_20,9.8,hour,10.21 kg/gal,12.00 gal/hr,117.6,gal,5.48,USD / gal,676.2,1200.7,kg,233.87,USD